360,100,0
480,001,0
600,001,0
720,001,0
840,010,0
960,002,0
1560,001,0
1680,001,0
1920,002,0
2400,001,0
2520,001,0
2640,001,0
2760,010,0
2880,002,0
3240,100,0
3360,001,0
3480,001,0
3720,010,0
3840,002,0
4200,100,0
4320,001,0
4440,001,0
4560,001,0
4680,010,0
4800,002,0
5280,001,0
5400,001,0
5520,001,0
5640,010,0
5760,002,0
6240,001,0
6360,001,0
6480,001,0
6600,010,0
6720,002,0
7200,001,0
7320,020,0
7680,100,0
8040,002,0
8160,201,0
8400,211,0
8520,201,0
8640,211,0
8760,211,0
8880,122,0
9000,122,0
9120,122,0
9240,102,0
9360,211,0
9480,201,0
9600,211,0
9720,211,0
9840,122,0
9960,122,0
10080,122,0
10200,200,0
10320,211,0
10440,201,0
10560,211,0
10680,211,0
10800,122,0
10920,122,0
11040,122,0
11160,102,0
11280,211,0
11400,201,0
11520,211,0
11640,211,0
11760,122,0
11880,122,0
12000,122,0
12120,200,0
12240,211,0
12360,201,0
12480,211,0
12600,211,0
12720,122,0
12840,122,0
12960,122,0
13080,122,0
13200,211,0
13320,201,0
13440,211,0
13560,211,0
13680,122,0
13800,122,0
13920,122,0
14040,102,0
14160,211,0
14280,211,0
14400,211,0
14520,211,0
14640,122,0
14760,122,0
14880,122,0
15000,122,0
15120,211,0
15240,201,0
15360,211,0
15480,211,0
15600,122,0
15720,122,0
15840,122,0
15960,122,0
16080,211,0
16200,201,0
16320,211,0
16440,211,0
16560,122,0
16680,122,0
16800,122,0
16920,122,0
17040,211,0
17160,201,0
17280,211,0
17400,211,0
17520,122,0
17640,122,0
17760,122,0
17880,122,0
18000,211,0
18120,201,0
18240,211,0
18360,211,0
18480,122,0
18600,122,0
18720,122,0
18840,122,0
18960,121,0
19080,020,0
19320,200,0
19440,122,0
19800,102,0
19920,211,0
20040,201,0
20160,211,0
20280,211,0
20400,122,0
20520,122,0
20640,122,0
20760,122,0
20880,221,0
21000,201,0
21120,211,0
21240,211,0
21360,122,0
21480,122,0
21600,122,0
21720,122,0
21840,211,0
21960,201,0
22080,211,0
22200,211,0
22320,122,0
22440,122,0
22560,122,0
22680,200,0
22800,211,0
22920,201,0
23040,211,0
23160,211,0
23280,122,0
23400,122,0
23520,122,0
23640,122,1
23760,211,0
23880,201,0
24000,211,0
24120,211,0
24240,122,0
24360,122,0
24480,122,0
24600,122,0
24720,211,0
24840,201,0
24960,221,0
25080,211,0
25200,122,0
25320,122,0
25440,122,0
25560,122,0
25680,211,1
25800,201,0
25920,211,0
26040,211,0
26160,122,0
26280,122,0
26400,122,0
26520,122,0
26640,211,0
26760,201,0
26880,211,0
27000,211,0
27120,122,0
27240,122,0
27360,122,0
27480,122,0
27600,211,0
27720,201,0
27840,211,0
27960,211,0
28080,122,0
28200,122,0
28320,122,0
28440,122,0
28560,121,0
28680,020,0
28920,200,0
29040,122,0
29160,020,0
29400,100,0
29520,211,0
29640,201,0
29760,211,0
29880,211,0
30000,122,0
30120,122,0
30240,122,0
30360,122,0
30480,211,0
30600,201,0
30720,211,0
30840,211,0
30960,122,0
31080,122,0
31200,122,0
31320,122,0
31440,211,0
31560,201,0
31680,211,0
31800,211,0
31920,122,0
32040,122,0
32160,122,0
32280,200,0
32400,211,0
32520,201,0
32640,211,0
32760,211,0
32880,122,0
33000,122,0
33120,122,0
33240,122,0
33360,211,0
33480,201,0
33600,211,0
33720,211,0
33840,122,0
33960,122,0
34080,122,0
34200,122,0
34320,211,0
34440,201,0
34560,221,0
34680,211,0
34800,122,0
34920,122,0
35040,122,0
35160,122,0
35280,211,0
35400,201,0
35520,211,0
35640,211,0
35760,122,0
35880,122,0
36000,122,0
36120,122,0
36240,211,0
36360,201,0
36480,211,0
36600,211,0
36720,122,0
36840,122,0
36960,122,0
37080,122,0
37200,211,0
37320,201,0
37440,211,0
37560,211,0
37680,122,0
37800,122,0
37920,122,0
38040,122,0
38160,211,0
38280,201,0
38400,211,0
38520,211,0
38640,122,0
38760,122,0
38880,122,0
39000,122,0
39120,211,0
39240,201,0
39360,211,0
39480,211,0
39600,122,0
39720,122,0
39840,122,0
39960,122,0
40080,211,0
40200,201,0
40320,211,0
40440,211,0
40560,122,0
40680,122,0
40800,122,0
40920,122,0
41040,211,0
41160,201,0
41280,211,0
41400,211,0
41520,122,0
41640,122,0
41760,122,0
41880,122,0
42000,121,0
42120,020,0
42360,200,0
42480,122,0
42600,020,0
42840,100,0
42960,211,0
43080,201,0
43200,211,0
43320,211,0
43440,122,0
43560,122,0
43680,122,0
43800,122,0
43920,022,0
44400,202,0
44880,122,0
45360,220,0
45480,220,0
45600,220,0
45720,220,0
45840,222,0
45960,222,0
46080,222,0
46200,222,0
46320,211,0
46440,201,0
46560,211,0
46680,211,0
46800,122,0
46920,122,0
47040,122,0
47160,122,0
47280,211,0
47400,201,0
47520,211,0
47640,211,0
47760,122,0
47880,122,0
48000,122,0
48120,122,0
48240,211,0
48360,201,0
48480,211,0
48600,211,0
48720,122,0
48840,122,0
48960,122,0
49080,122,0
49200,120,0
49560,200,0
49680,122,0
50040,100,0
50160,211,0
50280,201,0
50400,211,0
50520,211,0
50640,122,0
50760,122,0
50880,222,0
51000,122,0
51120,211,0
51240,201,0
51360,211,0
51480,211,0
51600,122,0
51720,122,0
51840,122,0
51960,122,0
52080,211,0
52200,201,0
52320,211,0
52440,211,0
52560,122,0
52680,122,0
52800,122,0
52920,200,0
53040,211,0
53160,201,0
53280,211,0
53400,211,0
53520,122,0
53640,122,0
53760,122,0
53880,122,0
54000,211,0
54120,201,0
54240,211,0
54360,211,0
54480,122,0
54600,122,0
54720,122,0
54840,122,0
54960,211,0
55080,201,0
55200,221,0
55320,211,0
55440,122,0
55560,122,0
55680,122,0
55800,122,0
55920,211,0
56040,201,0
56160,211,0
56280,211,0
56400,122,0
56520,122,0
56640,122,0
56760,122,0
56880,211,0
57000,201,0
57120,211,0
57240,211,0
57360,122,0
57480,122,0
57600,122,0
57720,122,0
57840,211,0
57960,201,0
58080,211,0
58200,211,0
58320,122,0
58440,122,0
58560,122,0
58680,122,0
58800,121,0
58920,020,0
59160,200,0
59280,122,0
59400,020,0
59640,100,0
59760,211,0
59880,201,0
60000,211,0
60120,211,0
60240,122,0
60360,122,0
60480,122,0
60600,122,0
60720,211,0
60840,201,0
60960,211,0
61080,211,0
61200,122,0
61320,122,0
61440,122,0
61560,122,0
61680,211,0
61800,201,0
61920,211,0
62040,211,0
62160,122,0
62280,122,0
62400,122,0
62520,122,0
62640,211,0
62760,201,0
62880,211,0
63000,211,0
63120,122,0
63240,122,0
63360,122,0
63480,122,0
63600,211,0
63720,201,0
63840,211,0
63960,211,0
64080,122,0
64200,122,0
64320,122,0
64440,122,0
64560,120,0
64680,020,0
64800,200,0
64920,100,0
65040,122,0
65280,100,0
65400,102,0
65520,211,0
65640,201,0
65760,211,0
65880,211,0
66000,122,0
66120,122,0
66240,122,0
66360,122,0
66480,211,0
66600,201,0
66720,211,0
66840,211,0
66960,122,0
67080,122,0
67200,122,0
67320,122,0
67440,211,0
67560,201,0
67680,211,0
67800,211,0
67920,122,0
68040,122,0
68160,122,0
68280,122,0
68400,211,0
68520,201,0
68640,211,0
68760,211,0
68880,122,0
69000,122,0
69120,122,0
69240,122,0
69360,211,0
69480,201,0
69600,211,0
69720,211,0
69840,122,0
69960,122,0
70080,122,0
70200,122,0
70320,211,0
70440,201,0
70560,211,0
70680,211,0
70800,122,0
70920,122,0
71040,122,0
71160,122,0
71280,211,0
71400,201,0
71520,211,0
71640,211,0
71760,122,0
71880,122,0
72000,122,0
72120,122,0
72240,211,0
72360,201,0
72480,211,0
72600,211,0
72720,122,0
72840,122,0
72960,122,0
73080,122,0
73200,211,0
73320,201,0
73440,211,0
73560,211,0
73680,122,0
73800,122,0
73920,122,0
74040,122,0
74160,211,0
74280,201,0
74400,211,0
74520,211,0
74640,122,0
74760,122,0
74880,122,0
75000,122,0
75120,211,0
75240,201,0
75360,211,0
75480,211,0
75600,122,0
75720,122,0
75840,122,0
75960,122,0
76080,211,0
76200,201,0
76320,211,0
76440,211,0
76560,122,0
76680,122,0
76800,122,0
76920,122,0
77040,211,0
77160,201,0
77280,211,0
77400,211,0
77520,122,0
77640,122,0
77760,122,0
77880,122,0
78000,211,0
78120,201,0
78240,211,0
78360,211,0
78480,122,0
78600,122,0
78720,122,0
78840,122,0
78960,211,0
79080,201,0
79200,211,0
79320,211,0
79440,122,0
