2160,001,0
2280,021,0
2400,010,0
2760,210,0
2880,201,0
3240,201,0
3360,201,0
4080,001,0
4200,021,0
4320,020,0
4680,210,0
4800,201,0
5160,201,0
5280,201,0
6120,002,1
6240,001,0
6360,011,0
6480,202,0
6600,201,0
6720,001,0
6840,011,0
6960,202,0
7080,201,0
7200,002,0
7320,011,0
7440,202,0
7560,201,0
7680,211,0
7800,001,0
7920,011,0
8160,001,0
8280,011,0
8400,202,0
8520,201,0
8640,001,1
8760,011,0
8880,002,0
9000,201,0
9120,001,0
9240,011,0
9360,002,0
9480,202,0
9600,211,0
9720,001,0
9840,001,0
9960,001,0
10080,220,0
10200,021,0
10320,220,0
10440,220,0
10560,020,0
10680,220,0
10800,021,0
10920,220,0
11040,020,0
11160,220,0
11280,021,0
11400,021,0
11520,002,0
11640,002,0
11760,102,0
11880,102,0
12000,220,0
12120,221,0
12240,220,0
12360,220,0
12480,020,0
12600,220,0
12720,021,0
12840,220,0
12960,020,0
13080,120,0
13200,021,0
13320,021,0
13440,002,0
13560,002,0
13680,002,0
13800,102,0
13920,001,0
14040,001,0
14160,201,0
14280,001,0
14400,202,0
14520,001,0
14640,201,0
14760,001,0
14880,202,0
15000,101,0
15120,201,0
15240,001,0
15360,002,0
15480,102,0
15600,012,0
15720,002,0
15840,201,0
15960,101,0
16080,201,0
16200,001,0
16320,200,0
16440,101,0
16560,201,0
16800,200,0
16920,101,0
17040,201,0
17160,001,0
17280,002,0
17400,002,0
17520,010,0
17640,102,0
17760,010,0
17880,100,0
18000,012,0
18120,102,0
18240,010,0
18600,210,0
18720,201,0
19080,201,0
19200,201,0
19920,001,0
20040,021,0
20160,020,0
20520,210,0
20640,201,0
21000,201,0
21120,201,0
21960,002,0
22080,001,0
22200,011,0
22320,202,0
22440,201,0
22560,001,0
22680,011,0
22800,202,0
22920,201,0
23040,002,0
23160,011,0
23280,202,0
23400,201,0
23520,211,0
23640,001,0
23760,011,0
24000,001,0
24120,011,0
24240,202,0
24360,201,0
24480,001,0
24600,011,0
24720,002,0
24840,201,0
24960,001,0
25080,011,0
25200,002,0
25320,202,0
25440,211,0
25560,001,0
25680,001,0
25800,001,0
25920,220,0
26040,021,0
26160,220,0
26280,220,0
26400,020,0
26520,220,0
26640,021,0
26760,220,0
26880,020,0
27000,220,0
27120,021,0
27240,021,0
27360,002,0
27480,002,0
27600,102,0
27720,102,0
27840,220,0
27960,221,0
28080,220,0
28200,220,0
28320,020,0
28440,220,0
28560,021,0
28680,220,0
28800,020,0
28920,120,0
29040,021,0
29160,021,0
29280,002,0
29400,002,0
29520,002,0
29640,102,0
29760,001,0
29880,001,0
30000,201,0
30120,001,0
30240,202,0
30360,001,0
30480,201,0
30600,001,0
30720,202,0
30840,101,0
30960,201,0
31080,001,0
31200,002,0
31320,102,0
31440,012,0
31560,002,0
31680,201,0
31800,101,0
31920,201,0
32040,001,0
32160,200,0
32280,101,0
32400,201,0
32640,200,0
32760,101,0
32880,201,0
33000,001,0
33120,002,0
33240,002,0
33360,010,0
33480,102,0
33600,010,0
33720,100,0
33840,012,0
33960,102,0
34440,010,0
34920,200,0
35040,200,0
36480,001,0
36840,200,0
37680,001,0
37800,021,0
37920,010,0
38280,210,0
38400,201,0
38760,201,0
38880,201,0
39600,001,0
39720,021,0
39840,020,0
40200,210,0
40320,201,0
40680,201,0
40800,201,0
41520,001,0
41640,021,0
41760,010,0
42120,210,0
42240,201,0
42600,201,0
42720,201,0
42840,001,0
43440,001,0
43560,021,0
43680,020,0
44040,210,0
44160,201,0
44520,201,0
44640,201,0
45360,001,0
45480,021,0
45600,010,0
45960,210,0
46080,201,0
46440,201,0
46560,201,0
47280,001,0
47400,021,0
47520,020,0
47880,210,0
48000,201,0
48360,201,0
48480,201,0
